SNP,Chromosome,Position,Pvals
HPX,11,6431254,0.264013212
SPATC1,8,144012532,0.264080201
SEMA7A,15,74410704,0.264089036
OR52I2,11,4586812,0.264170774
ZNF569,19,37412668,0.264204218
RPAP3,12,47663574,0.264225466
SLC16A7,12,59704826,0.264266581
OR8B2,11,124382405,0.264279468
KIF2C,1,44739972,0.264317759
REEP5,5,112878798,0.264376189
VWA5B2,3,184230840,0.264428718
TMED10,14,75134917,0.264435814
DEFB119,20,31377261,0.264504808
PDCL3,2,100566516,0.264708867
NEK3,13,52133150,0.264764585
UBE2O,17,76390965,0.264765299
OR4K2,14,19876272,0.264828698
FH,1,241497926,0.26491374
LRRC24,8,144522517,0.264978119
WIF1,12,65051383,0.265024802
MBD3,19,1578372,0.265213719
OR51B5,11,5342602,0.265264518
REL,2,60891701,0.265271072
WASHC1,9,14811,0.265480485
SUMO3,21,44806959,0.265485686
PGR,11,101039138,0.265554442
PLEKHH3,17,42668180,0.265570876
LIN28B,6,104958146,0.265643449
APOL3,22,36141204,0.265679182
UGDH,4,39500145,0.265928895
FANCF,11,22624724,0.265953835
NT5E,6,85450152,0.265990106
COASY,17,42562476,0.266043833
TNIP2,4,2742271,0.266154606
NAIF1,9,128063522,0.26619419
NEFL,8,24952812,0.266198914
CCDC40,17,80036682,0.266229274
ZNF467,7,149764643,0.266275649
TMEM2,9,71685198,0.266288853
TMIGD3,1,111483730,0.266320098
CCR4,3,32953484,0.266450925
TNFAIP1,17,28339535,0.266617569
B3GALT1,2,167869110,0.26667826
SAMD8,10,75150546,0.266734732
PPP1R15B,1,204406100,0.266736102
SEMA3A,7,83961441,0.266823728
TRIB2,2,12718321,0.266843989
PFKL,21,44300107,0.266917533
UNK,17,75784911,0.267185654
ALS2,2,201701868,0.267298864
CTNNA1,5,138783303,0.267319363
ZAN,7,100734185,0.267321039
HS3ST1,4,11399082,0.267327905
HTR7,10,90743595,0.26734427
CTRL,16,67929977,0.267525475
OR1J1,9,122476968,0.267613234
SPDYE5,7,75494058,0.267836406
SFMBT1,3,52905140,0.267890335
PIP4K2C,12,57591290,0.267956266
MAPK3,16,30116678,0.268106177
RPS6KC1,1,213051461,0.268169633
XKR5,8,6811216,0.268191499
DNAJB9,7,108571730,0.268224753
BTC,4,74748132,0.268270286
OR2T34,1,248573824,0.268373289
FSHR,2,48962783,0.268559757
SYT7,11,61518671,0.26856226
COMMD2,3,149741550,0.268566009
A4GALT,22,42692907,0.268682855
ACOT1,14,73537466,0.268743653
REXO2,11,114439539,0.26875655
ZNF177,19,9380686,0.268867743
TIGD7,16,3298996,0.268900106
NAA40,11,63945867,0.269052967
E2F2,1,23509915,0.269060135
OR10S1,11,123976698,0.269073858
CACHD1,1,64550595,0.269114945
CLPSL1,6,35781124,0.269145555
NUTM2A,10,87226149,0.269181895
CCDC28B,1,32201939,0.269499115
CRB2,9,123356265,0.269776275
SSBP4,19,18419661,0.269849052
CHRNA6,8,42753229,0.269904183
ETV6,12,11752493,0.269978656
C5orf47,5,173989265,0.270050111
PEX26,22,18078404,0.270094783
SIAH2,3,150742237,0.270145268
WBP11,12,14787171,0.27015824
TRIM7,5,181195167,0.270221344
SCGB1D1,11,62190333,0.270367719
RFX2,19,5994855,0.270382547
NEIL1,15,75347810,0.270418372
PPCDC,15,75028403,0.270588084
CBX6,22,38866219,0.270596014
C10orf82,10,116663928,0.27068317
GXYLT1,12,42087803,0.270734216
IGFBP3,7,45914920,0.2709962
AGBL4,1,48534195,0.271071639
ERGIC2,12,29341186,0.271146284
MOXD1,6,132297191,0.271174097
LRGUK,7,134127459,0.271383912
LIPF,10,88667350,0.271523191
DYRK4,12,4591247,0.27167989
CHORDC1,11,90202478,0.271725975
VIPR1,3,42502752,0.271747672
PHC2,1,33329004,0.271817362
ALOX15,17,4631670,0.271819753
TOX4,14,21477508,0.27203548
FUT4,11,94544152,0.27207861
BRD7,16,50319228,0.272257055
CYB5D1,17,7858147,0.272284789
SLC51A,3,196216719,0.272392703
MCTP1,5,94707496,0.27239677
STK31,7,23710286,0.272401556
NVL,1,224227655,0.272409894
AMZ1,7,2700470,0.272515256
OXSM,3,25791044,0.272594908
ARHGAP19,10,97229155,0.27269122
ENPP7,17,79731140,0.272730563
ZC3H11A,1,203817096,0.272841405
SLC17A2,6,25913302,0.272960002
USP13,3,179653236,0.273053638
CD79A,19,41879044,0.273130064
ZNF488,10,47367829,0.273292728
PDCD7,15,65118734,0.273319655
ABRAXAS2,10,124801855,0.273379548
ETFBKMT,12,31662017,0.273383979
TMEM109,11,60919719,0.273394955
PPP6R2,22,50393910,0.27345489
HYI,1,43451259,0.273487398
ROS1,6,117288551,0.273520393
SLC22A25,11,63163825,0.273564242
RHD,1,25272555,0.273910192
ZMYND12,1,42430761,0.27411679
YAF2,12,42160593,0.274139929
F11,4,186267139,0.274218353
PAX6,11,31789933,0.274233348
PHF24,9,34971384,0.274356323
PCDHB12,5,141209016,0.274359167
ZFAND2A,7,1153081,0.274396283
FOXP4,6,41565815,0.274495963
PODNL1,19,13932731,0.274502559
TBXA2R,19,3594842,0.274533886
NUDT14,14,105173026,0.274543599
SPAG17,1,117963815,0.274573053
GPR89A,1,145608136,0.274640103
DDX1,2,15591938,0.274650368
TSTD2,9,97602473,0.274739636
CYB5R3,22,42619777,0.274778812
ZNF276,16,89721663,0.274794641
TIAM1,21,31120418,0.27496592
CCDC7,10,32451683,0.274988977
PPP2R3A,3,136001550,0.275078999
SCG2,2,223597442,0.275104881
PRAMEF7,1,12917711,0.275105931
ZFP90,16,68539796,0.275156157
GIPR,19,45669557,0.275199015
PCDHAC2,5,140966787,0.275216212
HABP4,9,96450284,0.275227595
CLDN20,6,155275790,0.2752661
TBCE,1,235380069,0.275360604
MNX1,7,157005534,0.275402743
SLC24A4,14,92323835,0.275445596
OR5D14,11,55795557,0.275531306
KDM1B,6,18161343,0.275677448
C1orf185,1,51118675,0.27574242
ABTB1,3,127673027,0.275748818
AKT1S1,19,49869930,0.276000811
C5orf60,5,179642343,0.276014001
INF2,14,104701402,0.276178453
RPS24,10,78035416,0.276188002
CYP24A1,20,54157184,0.27626912
SWAP70,11,9664222,0.276301838
CLEC4M,19,7763279,0.27637401
CRHR2,7,30653473,0.276440255
SFSWAP,12,131711244,0.276480189
ACO2,22,41469172,0.276510679
ATG7,3,11298727,0.276579902
KDM4C,9,6720997,0.276642153
DUSP11,2,73762743,0.276649796
DSCC1,8,119834982,0.276715535
OR52K2,11,4449342,0.276964319
SMLR1,6,130827414,0.277234309
LUC7L3,17,50719739,0.277298316
PRDM10,11,129902341,0.277312994
PATE3,11,125789388,0.277360248
ZFYVE26,14,67748465,0.277494659
OR51D1,11,4639875,0.27751824
FAM71B,5,157162508,0.277548203
CDK13,7,39950661,0.277660578
D2HGDH,2,241735267,0.277826147
GAN,16,81315136,0.277858642
TECPR2,14,102376735,0.277876864
MYCBPAP,17,50508582,0.277962588
LRP8,1,53249403,0.278018757
HINT1,5,131159463,0.278077339
SPAG9,17,50966279,0.278094044
A1CF,10,50806851,0.278163908
AGAP4,10,45825917,0.278340844
CTSW,11,65879879,0.278346179
PPP2R2B,5,146590042,0.278451183
SAMD14,17,50112922,0.27846163
PHYH,10,13278305,0.278485056
FEM1A,19,4792048,0.278752377
LCE3E,1,152565952,0.278791584
OR1C1,1,247757475,0.278814159
TMPRSS11B,4,68227930,0.278823576
CD163L1,12,7357444,0.278901252
ARHGAP24,4,85570549,0.279272359
SGO2,2,200533070,0.279296347
DEFA5,8,7055435,0.279446713
NEK4,3,52711807,0.27946501
TOPAZ1,3,44242064,0.279500851
MRPL41,9,137552170,0.27952324
ASAP3,1,23429864,0.279542109
NFASC,1,204944337,0.279739425
FRK,6,115942481,0.279812902
SLC4A2,7,151062640,0.279855556
OR4A5,11,54706910,0.279998407
LOC100129083;SIGLEC10,19,51416031,0.280039182
PTCD2,5,72320384,0.280044592
TPPP,5,665104,0.280050084
MACROD1,11,63998963,0.280204075
ABCC11,16,48167497,0.280222487
PTX4,16,1485950,0.280293831
SLC1A3,5,36608439,0.280308683
KTI12,1,52032697,0.280673402
ALOX15B,17,8039193,0.280736787
VSIG10,12,118066652,0.281312414
LAMC1,1,183023732,0.281443505
TTC13,1,230906915,0.281543465
IGDCC4,15,65384047,0.28163133
KIAA1524,3,108551280,0.281631566
PSMD7,16,74300180,0.281691991
ARHGAP12,10,31807675,0.281788869
LIPA,10,89214874,0.281943874
RWDD4,4,183646489,0.282108571
CHIA,1,111312190,0.282140054
PARVA,11,12377543,0.282209246
FBXO4,5,41925310,0.282375926
1-Sep,16,30378436,0.282466691
CHRDL2,11,74696517,0.282607946
NET1,10,5412802,0.282639613
CNIH3,1,224435089,0.282665488
NOXO1,16,1979071,0.282976723
NDUFS3,11,47579093,0.283004177
UVRAG,11,75815465,0.283008408
SMARCAD1,4,94208431,0.283155677
KHK,2,27087264,0.283352604
GALNT14,2,30910902,0.283372741
RHOF,12,121779524,0.283409847
RASA3,13,113979381,0.283499831
LUC7L,16,189215,0.283652791
CYP27C1,2,127193170,0.283673891
CMTM5,14,23377265,0.283679552
SSRP1,11,57326460,0.283919061
ANKRD33,12,51888190,0.283957781
TFAP2E,1,35573602,0.283997135
PSPN,19,6375305,0.284058226
KLHL40,3,42685646,0.284149048
LGALS13,19,39602571,0.284270258
HAMP,19,35282605,0.284461514
C1QTNF4,11,47589830,0.284498578
BBS2,16,56484786,0.284693341
MTA1,14,105449396,0.284776612
OR2B6,6,27957241,0.284799114
LCE1A,1,152827474,0.284809978
OR52B6,11,5580901,0.284849168
LYG1,2,99284425,0.284862152
DYRK1B,19,39825765,0.284865556
DNMBP,10,99877171,0.285028862
RAPGEF1,9,131579514,0.285055642
PAPPA2,1,176556347,0.285116683
STARD6,18,54324700,0.285159918
SAMD11,1,925948,0.28517081
TMCO3,13,113495624,0.285483885
CCPG1,15,55356227,0.285499176
ANXA10,4,168128164,0.28553018
OR8S1,12,48525645,0.285694698
TCEA2,20,64063352,0.285706265
PARP15,3,122577725,0.28573901
CCDC70,13,51865398,0.285862256
SYT12,11,67030178,0.285878881
HPSE2,10,98459599,0.285897331
PDAP1,7,99396696,0.285904129
IP6K1,3,49727138,0.28598741
COL22A1,8,138589275,0.286102221
NIPAL4,5,157460141,0.286112152
ROPN1,3,123969175,0.286250957
MCM6,2,135840843,0.28653382
IFNL1,19,39296423,0.286683667
RBKS,2,27781660,0.286713401
ADAMTS2,5,179113895,0.286852552
COLEC11,2,3604315,0.286888541
IGSF23,19,44613682,0.286961399
C5orf51,5,41904372,0.286968625
KIAA0355,19,34300849,0.28702239
DHX37,12,124947836,0.287314205
GRID1,10,85602292,0.287344639
PTCRA,6,42916070,0.287379627
BDKRB1,14,96263728,0.287588603
KLK15,19,50825808,0.287780133
GRID2IP,7,6497785,0.28782164
AP3B1,5,78015515,0.287963634
NCR3LG1,11,17351974,0.288057515
AQP11,11,77590014,0.288127265
TEKT3,17,15303953,0.288227883
SLC22A15,1,115976666,0.28825037
PFN4,2,24115605,0.288344527
PAQR6,1,156243880,0.288439053
RGPD4,2,107827021,0.288512563
OR2D2,11,6891588,0.28852321
GJB4,1,34761291,0.288607138
CASP7,10,113679781,0.28864531
MAP1B,5,72107553,0.288654525
DCAF4L2,8,87872803,0.288763427
FAM98C,19,38403217,0.288792441
CIZ1,9,128166300,0.288867727
GALR3,22,37823434,0.288918489
POU2F1,1,167220921,0.288949799
GLCE,15,69255853,0.289037911
MRGPRX4,11,18173269,0.289066887
NDST4,4,114827818,0.289089739
FCRL4,1,157575536,0.289092343
RASSF1,3,50330625,0.289118013
CFAP44,3,113291580,0.289140455
SMAD1,4,145514795,0.289141729
CHURC1;CHURC1-FNTB,14,64914444,0.289267062
EZH2,7,148807652,0.289693676
CRADD,12,93678803,0.289777007
TBC1D17,19,49877724,0.289976071
IRX5,16,54931276,0.29000475
BCKDK,16,31109261,0.290024732
ICMT,1,6225106,0.290053258
ZC3H15,2,186486410,0.290140425
MEGF6,1,3490548,0.290188251
PCDHGA3,5,141344124,0.290233294
MRPS16,10,73250877,0.290247414
CLSPN,1,35720977,0.290262913
NNT,5,43609233,0.290309981
PIGY,4,88521639,0.290403301
RTL10,22,19851178,0.290433628
PILRA,7,100373657,0.29046862
PTPRU,1,29236673,0.290628651
SFTPC,8,22161838,0.290674806
FBXO5,6,152971210,0.290696264
USP24,1,55069092,0.290701736
NLGN2,17,7408328,0.291031174
PRNP,20,4699270,0.29111104
ALG9,11,111786434,0.291159532
ADGRL1,19,14150902,0.291208293
C7orf49,7,135166649,0.291282724
PTPN3,9,109379617,0.291296542
TSR3,16,1349451,0.291352162
APEH,3,49674402,0.291364963
APBB1IP,10,26492359,0.291459364
TTC12,11,113316258,0.291550976
MIEF2,17,18261140,0.291568682
PPP4R1,18,9547809,0.291591739
BAG3,10,119651693,0.291611743
OLFM2,19,9854202,0.291632662
CYB5B,16,69424696,0.291711121
OR6B3,2,240045139,0.291724813
NACAD,7,45080683,0.291725233
MEF2A,15,99645726,0.291789292
ZNF665,19,53164526,0.291894068
USP4,3,49278338,0.291902253
MST1L,1,16757236,0.292050789
C9orf152,9,110200967,0.29207352
DENND2D,1,111187621,0.292089014
IL18RAP,2,102423284,0.292092806
APOE,19,44905888,0.292224166
DNAI1,9,34459016,0.292310155
UNC13B,9,35162303,0.292495957
ODF2,9,128455215,0.292508598
AKR1C4,10,5196886,0.29256333
TTC32,2,19897006,0.292600971
MYH1,17,10492505,0.292637548
ICAM4,19,10287014,0.293105861
NSD3,8,38275646,0.293284596
CENPP,9,92326051,0.29335804
RCC1L,7,75028051,0.293432056
FAM149A,4,186151961,0.293501774
ZHX3,20,41202114,0.293604898
JAK3,19,17826799,0.293713026
FAM25C;FAM25G,10,47487290,0.293810962
ANKRD10,13,110879672,0.293811821
OR9Q2,11,58190513,0.294019726
TMPRSS15,21,18269973,0.294059266
VPREB3,22,23752877,0.294070495
DIP2C,10,277332,0.294072079
RNF152,18,61815869,0.294184292
OR4D1,17,58155256,0.294188508
PPP6R3,11,68537708,0.294448509
GNAT2,1,109603362,0.294483051
XKR8,1,27960121,0.294520255
VMAC,19,5904891,0.29453288
RNASET2,6,166929592,0.29469621
IGFLR1,19,35739285,0.294800446
TBX1,22,19759675,0.294858249
PLPP2,19,281404,0.294889308
ZNF281,1,200407184,0.294967412
FOXP1,3,70965900,0.295012742
DTNA,18,34765985,0.295411099
OR2C3,1,247531550,0.295807131
C15orf48,15,45430822,0.295824288
LDLR,19,11089556,0.295836166
OSBPL2,20,62256212,0.295920902
CBR3,21,36135339,0.295929126
STEAP3,2,119231019,0.296455373
IL4R,16,27340220,0.296468645
NR3C2,4,148081381,0.296472533
ZC3HC1,7,130022329,0.296494873
CTBP2,10,124989543,0.29656588
PCDHA9,5,140848503,0.296620913
DKKL1,19,49364003,0.296872507
SLC10A7,4,146256504,0.296991707
CTGF,6,131949353,0.297170726
RGL1,1,183742248,0.297175649
CLK4,5,178605313,0.29719155
MYOM2,8,2057473,0.297320459
LENG8,19,54452679,0.297339182
KIAA1614,1,180916176,0.297343824
TP53I3,2,24077593,0.297394027
SLC16A5,17,75093655,0.297412293
ZSWIM6,5,61332279,0.297447839
UGT8,4,114622905,0.297485613
NOP9,14,24299962,0.297637522
C19orf57,19,13882830,0.297687935
GNL3,3,52686802,0.297714317
OR51A7,11,4907370,0.2978946
TAF7,5,141319053,0.297972431
C5orf49,5,7831869,0.297997552
SLC43A1,11,57485138,0.298022124
CNBD1,8,86866535,0.298085019
SNRNP200,2,96275135,0.298121682
LANCL1,2,210436223,0.298126622
TRIM36,5,115126506,0.298184545
MCRIP1,17,81823269,0.298186569
UBAC1,9,135933436,0.298399919
IFITM10,11,1747742,0.298447753
FANCA,16,89738614,0.298464034
HTATIP2,11,20363818,0.298567647
CSDE1,1,114718176,0.298572873
YAE1D1,7,39566422,0.298602621
TMEM106A,17,43213057,0.29866979
UBE2S,19,55401437,0.298676508
PITPNM3,17,6455348,0.29871716
CYP4F2,19,15878793,0.298734035
SYT8,11,1834591,0.298789403
CDKN1A,6,36677862,0.298860568
RAB33B,4,139454229,0.298886426
NLE1,17,35133174,0.299033213
BECN2,1,241957803,0.299043434
PI16,6,36954773,0.299055056
TMPRSS11F,4,68053946,0.299093936
CRYL1,13,20404133,0.299097753
CNOT4,7,135362892,0.299128622
TCF12,15,56919946,0.299152423
GUCD1,22,24543078,0.299248628
BEST1,11,61951928,0.299272398
TCAF1,7,143857227,0.299386422
FAM71F1,7,128715482,0.299406202
C9orf85,9,71911751,0.299467589
PLIN2,9,19116262,0.299831468
POTEB3,15,21409140,0.299846902
PRDM11,11,45181810,0.300053141
ZNF268,12,133182001,0.300320625
NPTXR,22,38822627,0.30037297
IL5RA,3,3070248,0.300501174
PSME4,2,53866149,0.300522745
PDE6B,4,625637,0.300584005
GPAA1,8,144082749,0.30060228
FYN,6,111661804,0.300615351
MGLL,3,127692211,0.300753664
KIF11,10,92593412,0.300810944
TAAR6,6,132570337,0.301237786
COL2A1,12,47973513,0.301296748
OGFRL1,6,71288952,0.301373451
CLDN18,3,137998869,0.301631202
LAPTM4A,2,20033224,0.301729518
ABCC4,13,95021583,0.301850685
NUTM2B,10,79703893,0.301893854
BANK1,4,101790881,0.301933971
ARHGAP1,11,46679045,0.301942408
C3,19,6677949,0.302030907
RPAIN,17,5420229,0.302075725
KIAA1211L,2,98794536,0.302086182
NLRP11,19,55785633,0.302098976
C1orf27,1,186379812,0.302106766
RAX2,19,3770632,0.302157296
KDM5A,12,285482,0.302195972
C19orf12,19,29702725,0.302492385
ASAP2,2,9207196,0.302525807
PRKCH,14,61322115,0.302546189
APOBEC3H,22,39100296,0.302619488
SPTLC1,9,92032329,0.302654191
CNPY3,6,42934479,0.302666059
PKN1,19,14441188,0.302680934
VLDLR,9,2622191,0.302779123
TARS,5,33441087,0.302878363
ABCD4,14,74286468,0.303072072
MYOG,1,203083990,0.303104754
AMY1A;AMY1B;AMY1C,1,103660401,0.303108526
DYRK1A,21,37472684,0.303113747
AIP,11,67483166,0.303114959
MEF2B,19,19146292,0.303184529
CCDC65,12,48904408,0.303207076
MOSPD3,7,100612851,0.303274885
LRRC10B,11,61509026,0.303287688
BPNT1,1,220058849,0.303312761
RFLNB,17,443167,0.303410342
FBXW4,10,101611320,0.303415172
SIVA1,14,104753244,0.303529858
DBNDD1,16,90006335,0.303549056
IL12B,5,159316711,0.303706292
PTPN4,2,119809921,0.303724874
CXCR2,2,218134893,0.303853156
TWIST1,7,19117028,0.303994091
PINK1,1,20633565,0.30399483
C1RL,12,7096481,0.304015125
PLSCR4,3,146194421,0.304066188
DRC7,16,57697972,0.304116635
CYP51A1,7,92113687,0.304203896
GSTA4,6,52978523,0.304222006
MRPS27,5,72220968,0.304243039
SDS,12,113392958,0.304351869
TROAP,12,49323724,0.304435557
CD19,16,28932005,0.304438419
DNAJC27,2,24947624,0.304464083
CASTOR1,22,30285642,0.30457867
TCF15,20,604623,0.304879908
ROMO1,20,35699642,0.304925637
ZNF8,19,58285718,0.305048371
PADI6,1,17372254,0.305128384
LMNTD1,12,25518803,0.305312381
TNFSF15,9,114790516,0.305346412
MFSD12,19,3544717,0.305522077
SLFN13,17,35440620,0.30558044
TARS2,1,150487453,0.305588475
HTR1A,5,63960461,0.306273056
MRPS11,15,88467743,0.306337698
DNAAF4,15,55418056,0.306440454
C11orf63,11,122885883,0.306526434
RHBDD3,22,29260124,0.306633605
IGF1,12,102417846,0.306736363
ANLN,7,36396278,0.306844539
GOLIM4,3,168010280,0.306935706
MT1B,16,56652588,0.307060374
TBCC,6,42745039,0.307064914
SLC12A4,16,67944851,0.307096199
SLC24A1,15,65624087,0.307156489
USP2,11,119356842,0.307223067
DNM1,9,128203512,0.30729959
MRFAP1L1,4,6709257,0.307529925
PP2D1,3,19985384,0.307616038
GUCA1A,6,42173623,0.307652665
IQUB,7,123452750,0.307876871
CLCA1,1,86468978,0.307991363
OR6C3,12,55331701,0.308075484
ARG2,14,67619987,0.308263099
DNTTIP1,20,45792015,0.308352112
SLC25A34,1,15736582,0.308444375
HIPK4,19,40379598,0.308463523
VWA1,1,1435756,0.308753567
MGAT4B,5,179798047,0.308784595
IGF2R,6,159969262,0.308792528
PLK2,5,58454611,0.308812371
DUS2,16,68038078,0.308837366
ABLIM1,10,114436289,0.308864671
SFN,1,26863228,0.308866081
GSG1,12,13084956,0.308926415
TG,8,132868130,0.309182453
7-Mar,2,159729051,0.309284714
CGREF1,2,27100465,0.309352532
GPR152,11,67451316,0.309358096
IVD,15,40405823,0.309380984
SOSTDC1,7,16462553,0.309391534
ZNF790,19,36818435,0.309431236
SPINK2,4,56809986,0.3095504
OR6C75,12,55365111,0.309589921
ANP32D,12,48472678,0.309668397
C21orf91,21,17793501,0.309699015
DDI1,11,104036905,0.309700443
SPON2,4,1167486,0.309745995
TMEM18,2,669585,0.309804267
BRDT,1,91962797,0.309812569
PSMB10,16,67934565,0.309857819
14-Sep,7,55795915,0.310034081
EIF5B,2,99360312,0.310115161
FAM221A,7,23680263,0.310160311
SEC23IP,10,119892883,0.310210923
ALDH18A1,10,95606815,0.310255034
OR4B1,11,48216839,0.310280094
GSTZ1,14,77321176,0.310284758
ZNF683,1,26361656,0.310323006
LOC107984974,17,31008752,0.31036034
MAPKAPK2,1,206685270,0.310367618
FAM47E,4,76268796,0.310478639
GDF10,10,47300695,0.310481529
MICAL3,22,17790775,0.310523054
TCP11,6,35118334,0.31052345
ITGA6,2,172427913,0.310549901
CDC6,17,40289424,0.310576257
SOAT2,12,53103582,0.310634983
SRPK2,7,105117924,0.310693596
LTV1,6,143844493,0.310774707
SLC25A30,13,45396012,0.310781557
NAGS,17,44004671,0.310857776
PURA,5,140114253,0.310881494
PARP3,3,51942699,0.310937583
KRTAP24-1,21,30282277,0.310974392
USH1G,17,74919482,0.311078328
CNOT6L,4,77720442,0.311148402
ZNF224,19,44097881,0.311278893
OR2Y1,5,180739156,0.311375255
SUSD1,9,112041873,0.311507089
ATOH8,2,85754209,0.311511898
EPC1,10,32271615,0.311563576
DEPDC5,22,31758558,0.311633051
SIGLECL1,19,51265457,0.311685245
OR10J5,1,159535094,0.311691207
NEK1,4,169400279,0.311743618
EML4,2,42169613,0.311871839
SAV1,14,50635189,0.311939682
MDM4,1,204525575,0.311949127
CD48,1,160681101,0.311994795
SLC35C1,11,45805889,0.312034999
USP21,1,161160663,0.312087778
ZNF695,1,246945816,0.312299314
CETN1,18,580412,0.312353734
PDSS1,10,26697731,0.312356118
GBP1,1,89053377,0.312421829
GPR87,3,151294171,0.312425288
SLC6A1,3,11017216,0.31250479
AP4S1,14,31066225,0.312518163
C22orf42,22,32149547,0.312697367
TMEM215,9,32784195,0.312726018
TARM1,19,54076219,0.312736697
ZNF107,7,64691249,0.312785431
PTPN6,12,6946735,0.312836876
TOGARAM2,2,28998160,0.312859201
EIF3B,7,2354932,0.312936734
OR13C8,9,104569189,0.313070059
MAST4,5,66596656,0.313114434
ASCL1,12,102958342,0.313186555
CTNND1,11,57791480,0.313447218
ZBTB49,4,4300000,0.313487328
CERKL,2,181538196,0.313591969
FGFBP2,4,15962467,0.313738255
EXOSC7,3,44976280,0.313739368
SLC11A1,2,218382368,0.313762656
DPYSL3,5,147394060,0.313795626
WFDC1,16,84294987,0.313819306
DNA2,10,68416775,0.314051607
FCGBP,19,39863639,0.314065683
CNTNAP4,16,76277676,0.314218226
GREB1,2,11556622,0.314255409
PPP2R3C,14,35085595,0.314262433
PDP2,16,66884357,0.31447111
SALL4,20,51784273,0.314479201
AIM2,1,159062694,0.314584444
ZNF69,19,11887949,0.314593472
S1PR5,19,10513832,0.314600681
PLEKHG3,14,64727635,0.314622195
THEG,19,362267,0.314667597
SGK1,6,134170285,0.31470721
SLC25A33,1,9539696,0.31471852
FURIN,15,90875786,0.314734191
PGM1,1,63593501,0.314911776
RGS14,5,177358065,0.314939133
DPP4,2,161993288,0.314973807
BBS10,12,76345841,0.315079485
